instrument,datetime,buy/sell,status,size,order ref
NZD_USD, 2017-04-18 05:00:00, Sell, Submitted, -226624.0117166339, 31
NZD_USD, 2017-04-18 05:00:00, Buy, Submitted, 226624.0117166339, 32
NZD_USD, 2017-04-18 05:00:00, Buy, Submitted, 226624.0117166339, 33
NZD_USD, 2017-04-18 05:00:00, Sell, Accepted, -226624.0117166339, 31
NZD_USD, 2017-04-18 05:00:00, Buy, Accepted, 226624.0117166339, 32
NZD_USD, 2017-04-18 05:00:00, Buy, Accepted, 226624.0117166339, 33
NZD_USD, 2017-04-18 05:00:00, Sell, Completed, -226624.0117166339, 31
NZD_USD, 2017-04-19 01:00:00, Buy, Completed, 226624.0117166339, 32
NZD_USD, 2017-04-19 01:00:00, Buy, Canceled, 226624.0117166339, 33
NZD_USD, 2017-04-26 01:00:00, Buy, Submitted, 105812.85171761793, 34
NZD_USD, 2017-04-26 01:00:00, Sell, Submitted, -105812.85171761793, 35
NZD_USD, 2017-04-26 01:00:00, Sell, Submitted, -105812.85171761793, 36
NZD_USD, 2017-04-26 01:00:00, Buy, Accepted, 105812.85171761793, 34
NZD_USD, 2017-04-26 01:00:00, Sell, Accepted, -105812.85171761793, 35
NZD_USD, 2017-04-26 01:00:00, Sell, Accepted, -105812.85171761793, 36
NZD_USD, 2017-04-26 01:00:00, Buy, Completed, 105812.85171761793, 34
NZD_USD, 2017-04-27 13:00:00, Sell, Completed, -105812.85171761793, 35
NZD_USD, 2017-04-27 13:00:00, Sell, Canceled, -105812.85171761793, 36
NZD_USD, 2017-05-18 05:00:00, Sell, Submitted, -133920.14485139638, 37
NZD_USD, 2017-05-18 05:00:00, Buy, Submitted, 133920.14485139638, 38
NZD_USD, 2017-05-18 05:00:00, Buy, Submitted, 133920.14485139638, 39
NZD_USD, 2017-05-18 05:00:00, Sell, Accepted, -133920.14485139638, 37
NZD_USD, 2017-05-18 05:00:00, Buy, Accepted, 133920.14485139638, 38
NZD_USD, 2017-05-18 05:00:00, Buy, Accepted, 133920.14485139638, 39
NZD_USD, 2017-05-18 05:00:00, Sell, Completed, -133920.14485139638, 37
NZD_USD, 2017-05-22 21:00:00, Buy, Completed, 133920.14485139638, 38
NZD_USD, 2017-05-22 21:00:00, Buy, Canceled, 133920.14485139638, 39
NZD_USD, 2017-05-26 05:00:00, Sell, Submitted, -193979.0837264256, 40
NZD_USD, 2017-05-26 05:00:00, Buy, Submitted, 193979.0837264256, 41
NZD_USD, 2017-05-26 05:00:00, Buy, Submitted, 193979.0837264256, 42
NZD_USD, 2017-05-26 05:00:00, Sell, Accepted, -193979.0837264256, 40
NZD_USD, 2017-05-26 05:00:00, Buy, Accepted, 193979.0837264256, 41
NZD_USD, 2017-05-26 05:00:00, Buy, Accepted, 193979.0837264256, 42
NZD_USD, 2017-05-26 05:00:00, Sell, Completed, -193979.0837264256, 40
NZD_USD, 2017-05-26 09:00:00, Buy, Completed, 193979.0837264256, 41
NZD_USD, 2017-05-26 09:00:00, Buy, Canceled, 193979.0837264256, 42
NZD_USD, 2017-05-29 05:00:00, Sell, Submitted, -160158.23067865046, 43
NZD_USD, 2017-05-29 05:00:00, Buy, Submitted, 160158.23067865046, 44
NZD_USD, 2017-05-29 05:00:00, Buy, Submitted, 160158.23067865046, 45
NZD_USD, 2017-05-29 05:00:00, Sell, Accepted, -160158.23067865046, 43
NZD_USD, 2017-05-29 05:00:00, Buy, Accepted, 160158.23067865046, 44
NZD_USD, 2017-05-29 05:00:00, Buy, Accepted, 160158.23067865046, 45
NZD_USD, 2017-05-29 05:00:00, Sell, Completed, -160158.23067865046, 43
NZD_USD, 2017-06-02 09:00:00, Buy, Completed, 160158.23067865046, 44
NZD_USD, 2017-06-02 09:00:00, Buy, Canceled, 160158.23067865046, 45
NZD_USD, 2017-06-06 05:00:00, Sell, Submitted, -92928.74488776455, 46
NZD_USD, 2017-06-06 05:00:00, Buy, Submitted, 92928.74488776455, 47
NZD_USD, 2017-06-06 05:00:00, Buy, Submitted, 92928.74488776455, 48
NZD_USD, 2017-06-06 05:00:00, Sell, Accepted, -92928.74488776455, 46
NZD_USD, 2017-06-06 05:00:00, Buy, Accepted, 92928.74488776455, 47
NZD_USD, 2017-06-06 05:00:00, Buy, Accepted, 92928.74488776455, 48
NZD_USD, 2017-06-06 05:00:00, Sell, Completed, -92928.74488776455, 46
NZD_USD, 2017-06-14 09:00:00, Buy, Completed, 92928.74488776455, 47
NZD_USD, 2017-06-14 09:00:00, Buy, Canceled, 92928.74488776455, 48
NZD_USD, 2017-06-22 21:00:00, Sell, Submitted, -190352.11262984344, 49
NZD_USD, 2017-06-22 21:00:00, Buy, Submitted, 190352.11262984344, 50
NZD_USD, 2017-06-22 21:00:00, Buy, Submitted, 190352.11262984344, 51
NZD_USD, 2017-06-22 21:00:00, Sell, Accepted, -190352.11262984344, 49
NZD_USD, 2017-06-22 21:00:00, Buy, Accepted, 190352.11262984344, 50
NZD_USD, 2017-06-22 21:00:00, Buy, Accepted, 190352.11262984344, 51
NZD_USD, 2017-06-22 21:00:00, Sell, Completed, -190352.11262984344, 49
NZD_USD, 2017-06-27 05:00:00, Buy, Completed, 190352.11262984344, 50
NZD_USD, 2017-06-27 05:00:00, Buy, Canceled, 190352.11262984344, 51
NZD_USD, 2017-06-28 01:00:00, Sell, Submitted, -204149.66426795657, 52
NZD_USD, 2017-06-28 01:00:00, Buy, Submitted, 204149.66426795657, 53
NZD_USD, 2017-06-28 01:00:00, Buy, Submitted, 204149.66426795657, 54
NZD_USD, 2017-06-28 01:00:00, Sell, Accepted, -204149.66426795657, 52
NZD_USD, 2017-06-28 01:00:00, Buy, Accepted, 204149.66426795657, 53
NZD_USD, 2017-06-28 01:00:00, Buy, Accepted, 204149.66426795657, 54
NZD_USD, 2017-06-28 01:00:00, Sell, Completed, -204149.66426795657, 52
NZD_USD, 2017-06-29 01:00:00, Buy, Completed, 204149.66426795657, 53
NZD_USD, 2017-06-29 01:00:00, Buy, Canceled, 204149.66426795657, 54
NZD_USD, 2017-07-14 13:00:00, Sell, Submitted, -69191.14686424112, 55
NZD_USD, 2017-07-14 13:00:00, Buy, Submitted, 69191.14686424112, 56
NZD_USD, 2017-07-14 13:00:00, Buy, Submitted, 69191.14686424112, 57
NZD_USD, 2017-07-14 13:00:00, Sell, Accepted, -69191.14686424112, 55
NZD_USD, 2017-07-14 13:00:00, Buy, Accepted, 69191.14686424112, 56
NZD_USD, 2017-07-14 13:00:00, Buy, Accepted, 69191.14686424112, 57
NZD_USD, 2017-07-14 13:00:00, Sell, Completed, -69191.14686424112, 55
NZD_USD, 2017-07-26 17:00:00, Buy, Completed, 69191.14686424112, 56
NZD_USD, 2017-07-26 17:00:00, Buy, Canceled, 69191.14686424112, 57
NZD_USD, 2017-07-28 01:00:00, Sell, Submitted, -67203.04300507522, 58
NZD_USD, 2017-07-28 01:00:00, Buy, Submitted, 67203.04300507522, 59
NZD_USD, 2017-07-28 01:00:00, Buy, Submitted, 67203.04300507522, 60
NZD_USD, 2017-07-28 01:00:00, Sell, Accepted, -67203.04300507522, 58
NZD_USD, 2017-07-28 01:00:00, Buy, Accepted, 67203.04300507522, 59
NZD_USD, 2017-07-28 01:00:00, Buy, Accepted, 67203.04300507522, 60
NZD_USD, 2017-07-28 01:00:00, Sell, Completed, -67203.04300507522, 58
NZD_USD, 2017-08-07 05:00:00, Buy, Completed, 67203.04300507522, 60
NZD_USD, 2017-08-07 05:00:00, Buy, Canceled, 67203.04300507522, 59
NZD_USD, 2017-08-10 05:00:00, Buy, Submitted, 99004.89139704195, 61
NZD_USD, 2017-08-10 05:00:00, Sell, Submitted, -99004.89139704195, 62
NZD_USD, 2017-08-10 05:00:00, Sell, Submitted, -99004.89139704195, 63
NZD_USD, 2017-08-10 05:00:00, Buy, Accepted, 99004.89139704195, 61
NZD_USD, 2017-08-10 05:00:00, Sell, Accepted, -99004.89139704195, 62
NZD_USD, 2017-08-10 05:00:00, Sell, Accepted, -99004.89139704195, 63
NZD_USD, 2017-08-10 05:00:00, Buy, Completed, 99004.89139704195, 61
NZD_USD, 2017-08-23 05:00:00, Sell, Completed, -99004.89139704195, 62
NZD_USD, 2017-08-23 05:00:00, Sell, Canceled, -99004.89139704195, 63
NZD_USD, 2017-08-24 05:00:00, Buy, Submitted, 64376.06472283556, 64
NZD_USD, 2017-08-24 05:00:00, Sell, Submitted, -64376.06472283556, 65
NZD_USD, 2017-08-24 05:00:00, Sell, Submitted, -64376.06472283556, 66
NZD_USD, 2017-08-24 05:00:00, Buy, Accepted, 64376.06472283556, 64
NZD_USD, 2017-08-24 05:00:00, Sell, Accepted, -64376.06472283556, 65
NZD_USD, 2017-08-24 05:00:00, Sell, Accepted, -64376.06472283556, 66
NZD_USD, 2017-08-24 05:00:00, Buy, Completed, 64376.06472283556, 64
NZD_USD, 2017-09-20 05:00:00, Sell, Completed, -64376.06472283556, 66
NZD_USD, 2017-09-20 05:00:00, Sell, Canceled, -64376.06472283556, 65
NZD_USD, 2017-09-20 09:00:00, Sell, Submitted, -97094.49900152694, 67
NZD_USD, 2017-09-20 09:00:00, Buy, Submitted, 97094.49900152694, 68
NZD_USD, 2017-09-20 09:00:00, Buy, Submitted, 97094.49900152694, 69
NZD_USD, 2017-09-20 09:00:00, Sell, Accepted, -97094.49900152694, 67
NZD_USD, 2017-09-20 09:00:00, Buy, Accepted, 97094.49900152694, 68
NZD_USD, 2017-09-20 09:00:00, Buy, Accepted, 97094.49900152694, 69
NZD_USD, 2017-09-20 09:00:00, Sell, Completed, -97094.49900152694, 67
NZD_USD, 2017-09-25 01:00:00, Buy, Completed, 97094.49900152694, 69
NZD_USD, 2017-09-25 01:00:00, Buy, Canceled, 97094.49900152694, 68
NZD_USD, 2017-09-25 09:00:00, Sell, Submitted, -100461.10332297155, 70
NZD_USD, 2017-09-25 09:00:00, Buy, Submitted, 100461.10332297155, 71
NZD_USD, 2017-09-25 09:00:00, Buy, Submitted, 100461.10332297155, 72
NZD_USD, 2017-09-25 09:00:00, Sell, Accepted, -100461.10332297155, 70
NZD_USD, 2017-09-25 09:00:00, Buy, Accepted, 100461.10332297155, 71
NZD_USD, 2017-09-25 09:00:00, Buy, Accepted, 100461.10332297155, 72
NZD_USD, 2017-09-25 09:00:00, Sell, Completed, -100461.10332297155, 70
NZD_USD, 2017-09-26 09:00:00, Buy, Completed, 100461.10332297155, 72
NZD_USD, 2017-09-26 09:00:00, Buy, Canceled, 100461.10332297155, 71
NZD_USD, 2017-09-27 09:00:00, Buy, Submitted, 63728.18918312758, 73
NZD_USD, 2017-09-27 09:00:00, Sell, Submitted, -63728.18918312758, 74
NZD_USD, 2017-09-27 09:00:00, Sell, Submitted, -63728.18918312758, 75
NZD_USD, 2017-09-27 09:00:00, Buy, Accepted, 63728.18918312758, 73
NZD_USD, 2017-09-27 09:00:00, Sell, Accepted, -63728.18918312758, 74
NZD_USD, 2017-09-27 09:00:00, Sell, Accepted, -63728.18918312758, 75
NZD_USD, 2017-09-27 09:00:00, Buy, Completed, 63728.18918312758, 73
NZD_USD, 2017-10-19 05:00:00, Sell, Completed, -63728.18918312758, 74
NZD_USD, 2017-10-19 05:00:00, Sell, Canceled, -63728.18918312758, 75
NZD_USD, 2017-10-20 01:00:00, Buy, Submitted, 48834.224047685486, 76
NZD_USD, 2017-10-20 01:00:00, Sell, Submitted, -48834.224047685486, 77
NZD_USD, 2017-10-20 01:00:00, Sell, Submitted, -48834.224047685486, 78
NZD_USD, 2017-10-20 01:00:00, Buy, Accepted, 48834.224047685486, 76
NZD_USD, 2017-10-20 01:00:00, Sell, Accepted, -48834.224047685486, 77
NZD_USD, 2017-10-20 01:00:00, Sell, Accepted, -48834.224047685486, 78
NZD_USD, 2017-10-20 01:00:00, Buy, Completed, 48834.224047685486, 76
NZD_USD, 2017-10-27 01:00:00, Sell, Completed, -48834.224047685486, 77
NZD_USD, 2017-10-27 01:00:00, Sell, Canceled, -48834.224047685486, 78
NZD_USD, 2017-10-30 01:00:00, Buy, Submitted, 130480.37557837622, 79
NZD_USD, 2017-10-30 01:00:00, Sell, Submitted, -130480.37557837622, 80
NZD_USD, 2017-10-30 01:00:00, Sell, Submitted, -130480.37557837622, 81
NZD_USD, 2017-10-30 01:00:00, Buy, Accepted, 130480.37557837622, 79
NZD_USD, 2017-10-30 01:00:00, Sell, Accepted, -130480.37557837622, 80
NZD_USD, 2017-10-30 01:00:00, Sell, Accepted, -130480.37557837622, 81
NZD_USD, 2017-10-30 01:00:00, Buy, Completed, 130480.37557837622, 79
NZD_USD, 2017-11-01 05:00:00, Sell, Completed, -130480.37557837622, 81
NZD_USD, 2017-11-01 05:00:00, Sell, Canceled, -130480.37557837622, 80
NZD_USD, 2017-11-01 13:00:00, Buy, Submitted, 128220.18285030486, 82
NZD_USD, 2017-11-01 13:00:00, Sell, Submitted, -128220.18285030486, 83
NZD_USD, 2017-11-01 13:00:00, Sell, Submitted, -128220.18285030486, 84
NZD_USD, 2017-11-01 13:00:00, Buy, Accepted, 128220.18285030486, 82
NZD_USD, 2017-11-01 13:00:00, Sell, Accepted, -128220.18285030486, 83
NZD_USD, 2017-11-01 13:00:00, Sell, Accepted, -128220.18285030486, 84
NZD_USD, 2017-11-01 13:00:00, Buy, Completed, 128220.18285030486, 82
NZD_USD, 2017-11-08 18:00:00, Sell, Completed, -128220.18285030486, 84
NZD_USD, 2017-11-08 18:00:00, Sell, Canceled, -128220.18285030486, 83
NZD_USD, 2017-11-15 06:00:00, Buy, Submitted, 103386.907135976, 85
NZD_USD, 2017-11-15 06:00:00, Sell, Submitted, -103386.907135976, 86
NZD_USD, 2017-11-15 06:00:00, Sell, Submitted, -103386.907135976, 87
NZD_USD, 2017-11-15 06:00:00, Buy, Accepted, 103386.907135976, 85
NZD_USD, 2017-11-15 06:00:00, Sell, Accepted, -103386.907135976, 86
NZD_USD, 2017-11-15 06:00:00, Sell, Accepted, -103386.907135976, 87
NZD_USD, 2017-11-15 06:00:00, Buy, Completed, 103386.907135976, 85
NZD_USD, 2017-12-13 02:00:00, Sell, Completed, -103386.907135976, 87
NZD_USD, 2017-12-13 02:00:00, Sell, Canceled, -103386.907135976, 86
NZD_USD, 2017-12-18 14:00:00, Sell, Submitted, -135591.65557816238, 88
NZD_USD, 2017-12-18 14:00:00, Buy, Submitted, 135591.65557816238, 89
NZD_USD, 2017-12-18 14:00:00, Buy, Submitted, 135591.65557816238, 90
NZD_USD, 2017-12-18 14:00:00, Sell, Accepted, -135591.65557816238, 88
NZD_USD, 2017-12-18 14:00:00, Buy, Accepted, 135591.65557816238, 89
NZD_USD, 2017-12-18 14:00:00, Buy, Accepted, 135591.65557816238, 90
NZD_USD, 2017-12-18 14:00:00, Sell, Completed, -135591.65557816238, 88
NZD_USD, 2017-12-27 10:00:00, Buy, Completed, 135591.65557816238, 89
NZD_USD, 2017-12-27 10:00:00, Buy, Canceled, 135591.65557816238, 90
NZD_USD, 2017-12-28 02:00:00, Sell, Submitted, -144012.03462094645, 91
NZD_USD, 2017-12-28 02:00:00, Buy, Submitted, 144012.03462094645, 92
NZD_USD, 2017-12-28 02:00:00, Buy, Submitted, 144012.03462094645, 93
NZD_USD, 2017-12-28 02:00:00, Sell, Accepted, -144012.03462094645, 91
NZD_USD, 2017-12-28 02:00:00, Buy, Accepted, 144012.03462094645, 92
NZD_USD, 2017-12-28 02:00:00, Buy, Accepted, 144012.03462094645, 93
NZD_USD, 2017-12-28 02:00:00, Sell, Completed, -144012.03462094645, 91
